molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL587723,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,740.0,active
CHEMBL1807773,CN1CCN(CCc2ccc(Nc3nccc(-c4c[nH]c5ncccc45)n3)cc2)CC1,753.0,active
CHEMBL214819,Cc1cccc(Nc2nccc(-c3c[nH]c4ncccc34)n2)c1,1000.0,active
CHEMBL1807774,O=C(NC1CC1)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,1000.0,active
CHEMBL220951,COCCCO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1F,1000.0,active
CHEMBL1807775,CN1CCN(c2ccc3[nH]c(-c4n[nH]c5ncc(Br)cc45)nc3c2)CC1,1073.0,intermediate
CHEMBL1807776,Cc1cc(CCN(C)C)ccc1Nc1nccc(-c2c[nH]c3ncccc23)n1,1117.0,intermediate
CHEMBL1807777,CC(C)(C)NC(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,1227.0,intermediate
CHEMBL1807778,CN1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,1232.0,intermediate
CHEMBL1807779,CNCCc1ccc(Nc2nccc(-c3c[nH]c4ncccc34)n2)cc1,1262.0,intermediate
CHEMBL1807780,COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cc[nH]c5)cc34)nc12,1268.0,intermediate
CHEMBL1807781,COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc(CN6CCOCC6)c5)cc34)nc12,2990.0,intermediate
CHEMBL1807782,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCCN3CCCCC3)ccc2[nH]1,4246.0,intermediate
CHEMBL1807783,CO/N=C/c1c(N)ncnc1Oc1ccc(O)cc1,9204.0,intermediate
CHEMBL1807784,c1cnc2[nH]cc(-c3ccnc(NC4CCOCC4)n3)c2c1,10000.0,inactive
CHEMBL385827,FC(F)(F)c1ccccc1Nc1nccc(-c2c[nH]c3ncccc23)n1,10000.0,inactive
CHEMBL1808237,c1cnc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1,10000.0,inactive
CHEMBL213277,CCc1ccccc1Nc1nccc(-c2c[nH]c3ncccc23)n1,10000.0,inactive
CHEMBL1808238,COCc1cccc2[nH]c(-c3n[nH]c4ncc(Br)cc34)nc12,10000.0,inactive
CHEMBL221224,C=CCO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1F,10000.0,inactive
CHEMBL1808239,Fc1ccc2nc(-c3n[nH]c4ncc(-c5cccnc5)cc34)[nH]c2c1,100000.0,inactive
CHEMBL220444,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCCN(C)C)ccc2[nH]1,100000.0,inactive
CHEMBL223486,CO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1,100000.0,inactive
CHEMBL1813632,O=C(Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,10000.0,inactive
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,10000.0,inactive
CHEMBL1923983,CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C,614.0,active
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,3700.0,intermediate
CHEMBL103667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,30.0,active
CHEMBL1933576,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,10000.0,inactive
CHEMBL1933582,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,10000.0,inactive
CHEMBL1933288,C[C@@H]1CCNC(=O)c2cc3ccc(C(=O)Nc4nc5ccccc5n4CCCN(C)C)cc3n21,161.0,active
CHEMBL1945559,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,7700.0,intermediate
CHEMBL2010872,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,5.0,active
CHEMBL1980297,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,7.0,active
CHEMBL460472,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,25000.0,inactive
CHEMBL2031893,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,10.0,active
CHEMBL2046883,Cc1ccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)cc1,10000.0,inactive
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,37.0,active
CHEMBL2058538,CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21,8.0,active
CHEMBL2058539,CC(C)n1nc(C#Cc2ccc(F)cc2)c2c(N)ncnc21,43.0,active
CHEMBL2058540,CC(C)n1nc(C#Cc2cccc(N)c2)c2c(N)ncnc21,110.0,active
CHEMBL2058541,CC(C)n1nc(C#Cc2ccccc2N)c2c(N)ncnc21,195.0,active
CHEMBL2058542,Cc1ccc(C)c(C#Cc2nn(C(C)C)c3ncnc(N)c23)c1,83.0,active
CHEMBL2058543,CC(C)n1nc(/C=C/c2ccccc2)c2c(N)ncnc21,50.0,active
CHEMBL2071457,C[C@H](NC(=O)c1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,210.0,active
CHEMBL2087742,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1c(F)cn2c(C(C)(C)C)nnc2c1F,2000.0,intermediate
CHEMBL2151321,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,100.0,active
CHEMBL475251,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,5.0,active
CHEMBL2171124,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,1215.0,intermediate
CHEMBL2180602,CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc(F)cc21,5.0,active
CHEMBL2205766,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,10000.0,inactive
CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,10000.0,inactive
CHEMBL2180604,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,18.0,active
CHEMBL2376650,C[C@@H](Oc1c[nH]c(=O)c(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)c1)c1c(Cl)ccc(F)c1Cl,1000.0,active
CHEMBL2380834,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,706.0,active
CHEMBL2380845,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1,15.0,active
CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,2304.0,intermediate
CHEMBL2403378,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc([N+](=O)[O-])cc43)cc2C1,73.0,active
CHEMBL2403377,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(C#N)cc43)cc2C1,4.0,active
CHEMBL2403376,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(F)(F)F)cc43)cc2C1,300.0,active
CHEMBL2403375,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(OC(C)C)cc43)cc2C1,150.0,active
CHEMBL2403374,CC(=O)Nc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)N1CCOCC1)C3)C(=O)N2,25.0,active
CHEMBL2403373,CN1CCC(Nc2ccc3c(c2)/C(=C/c2cc4c([nH]2)CCN(C(=O)N2CCOCC2)C4)C(=O)N3)CC1,5.0,active
CHEMBL2403372,O=C1Nc2ccc(C(F)(F)F)cc2/C1=C/c1cc2c([nH]1)CCN(C(=O)N1CCOCC1)C2,140.0,active
CHEMBL2403371,COc1ccc2c(c1)/C(=C/c1[nH]c3c(c1Cl)CN(C(C)=O)CC3)C(=O)N2,34.0,active
CHEMBL2403370,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)N1CCOCC1)C3)C(=O)N2,25.0,active
CHEMBL2403369,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)N1CCN(C)CC1)C3)C(=O)N2,6.0,active
CHEMBL2403368,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)c1cnoc1C)C3)C(=O)N2,75.0,active
CHEMBL2403367,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(C)=O)C3)C(=O)N2,54.0,active
CHEMBL2403366,COc1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCN(C(=O)CCN)C3)C(=O)N2,4.0,active
CHEMBL2403365,COc1ccc2c(c1)/C(=C/c1[nH]c(C)c(C(=O)NCCCN)c1C)C(=O)N2,1000.0,active
CHEMBL2442124,C[C@@H](Sc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1000.0,active
CHEMBL2443026,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,10.0,active
CHEMBL2443139,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,10.0,active
CHEMBL2443138,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,10.0,active
CHEMBL2443044,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,10.0,active
CHEMBL3092314,CCN(CC)CCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,347.0,active
CHEMBL3092308,O=C(NCCN1CCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,223.0,active
CHEMBL3116050,C[C@H](Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,46.0,active
CHEMBL3128222,O=S(=O)(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccc(F)cc1,5470.0,intermediate
CHEMBL3128237,O=C(Nc1ccc(F)cc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,7960.0,intermediate
CHEMBL3128229,O=C(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccc(Br)cc1,9310.0,intermediate
CHEMBL3128226,O=S(=O)(Cc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,58600.0,inactive
CHEMBL3128224,COc1ccc(S(=O)(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1,57200.0,inactive
CHEMBL3128221,O=S(=O)(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccc(Br)cc1,12850.0,inactive
CHEMBL3128220,O=S(=O)(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccccc1,7900.0,intermediate
CHEMBL3128219,O=C(NCc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,10300.0,inactive
CHEMBL3128218,COc1ccc(NC(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1OC,15300.0,inactive
CHEMBL3128239,COc1ccc(NC(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1,9260.0,intermediate
CHEMBL3128236,O=C(Nc1ccc(Br)cc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,9070.0,intermediate
CHEMBL3128235,O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,7040.0,intermediate
CHEMBL3128234,O=C(Cc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1,22600.0,inactive
CHEMBL3128233,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1OC,28100.0,inactive
CHEMBL3128232,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1,24100.0,inactive
CHEMBL3128231,O=C(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccc([N+](=O)[O-])cc1,17100.0,inactive
CHEMBL3128230,O=C(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccc(F)cc1,9640.0,intermediate
CHEMBL3128228,O=C(Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1)c1ccccc1,22400.0,inactive
CHEMBL3233767,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,1626.0,intermediate
CHEMBL3233785,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10000.0,inactive
CHEMBL3262356,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,20.0,active
CHEMBL3288526,Nc1ncnc2scc(-c3ccc4c(C(=O)Nc5ccccc5)cccc4c3)c12,20.2,active
CHEMBL3298400,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21,10000.0,inactive
CHEMBL3297762,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,10000.0,inactive
CHEMBL3355009,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,100.0,active
CHEMBL3355010,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)no2)c(F)c1,100.0,active
CHEMBL3355008,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(Cl)c(Cl)c3)c(F)c2)c[nH]c1=O,500.0,active
CHEMBL3355007,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(OCCO)c(C(F)(F)F)c3)c(F)c2F)c[nH]c1=O,100.0,active
CHEMBL3355065,CNc1cc2ccc(C#CCOc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2cn1,10.0,active
CHEMBL3309965,COc1cc(=O)n(-c2ccc(Oc3ccnc(N)c3Cl)c(F)c2)cc1C(=O)NCc1ccc(F)cc1,25000.0,inactive
CHEMBL3309969,COc1cc(=O)n(-c2ccc(Oc3ccnc(N)c3I)c(F)c2)cc1C(=O)NCc1ccc(F)cc1,25000.0,inactive
CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,16.0,active
CHEMBL3309990,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1,10000.0,inactive
CHEMBL3309995,Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,10000.0,inactive
CHEMBL3309997,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,10000.0,inactive
CHEMBL3309998,Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1,10000.0,inactive
CHEMBL3310151,CN1CCN(c2cc(F)c3c(c2)nc(Cc2ccc4c(c2)OCO4)n2nc(N)nc32)CC1,10000.0,inactive
CHEMBL3329404,CC(C)(C)c1cc(NC(=O)Cc2cccc(Oc3ccc4nccn4n3)c2)no1,2500.0,intermediate
CHEMBL3329397,CC(C)(C)c1cc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)no1,250.0,active
CHEMBL3329403,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(C(F)(F)F)c1,9100.0,intermediate
CHEMBL3329402,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1ccccc1,14300.0,inactive
CHEMBL3329401,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(Cl)c1,17200.0,inactive
CHEMBL3329400,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(F)c1,19300.0,inactive
CHEMBL3329399,Cc1cccc(NC(=O)Cc2cccc(Oc3ccc4nccn4n3)c2)c1,20400.0,inactive
CHEMBL3329398,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(Br)c1,22300.0,inactive
CHEMBL3329396,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(C(F)(F)F)c1,15700.0,inactive
CHEMBL3329395,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1ccccc1,18800.0,inactive
CHEMBL3329394,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(Cl)c1,67800.0,inactive
CHEMBL3329393,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(F)c1,100000.0,inactive
CHEMBL3329392,Cc1cccc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)c1,100000.0,inactive
CHEMBL3329391,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(Br)c1,100000.0,inactive
CHEMBL3422092,O=C(N[C@@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1,250.0,active
CHEMBL572881,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,90.0,active
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,25.8,active
CHEMBL3582442,OC1CCN(c2cc(-c3cnc4ccc(N5CCC[C@@H]5c5cccc(F)c5)nn34)ccn2)CC1,6000.0,intermediate
CHEMBL3582441,O=C(O)CN1CCN(c2cc(-c3cnc4ccc(N5CCC[C@@H]5c5cccc(F)c5)nn34)ccn2)CC1,3700.0,intermediate
CHEMBL3582439,Fc1cccc([C@H]2CCCN2c2ccc3ncc(-c4ccccn4)n3n2)c1,8000.0,intermediate
CHEMBL3582427,N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1,4900.0,intermediate
CHEMBL3596862,COc1ccc(-c2cncc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)n2)cc1,140.0,active
CHEMBL3596868,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cncc(-c4ccsc4)n3)c2)no1,120.0,active
CHEMBL3596873,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cncc(-c4ccc(S(C)(=O)=O)cc4)n3)c2)no1,210.0,active
CHEMBL3596879,Cn1cc(-c2cncc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)n2)cn1,330.0,active
CHEMBL3596889,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cncc(-c4ccc(F)cc4)n3)c2)no1,56.0,active
CHEMBL3596892,Cn1cc(-c2cncc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)no4)cc3)n2)cn1,63.0,active
CHEMBL3596893,Cn1cc(-c2cncc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4C)cc3)n2)cn1,64.0,active
CHEMBL3606021,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,10000.0,inactive
CHEMBL3622956,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,67.8,active
CHEMBL3622957,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC[C@@H](O)C1,9594.0,intermediate
CHEMBL3623375,CN(C)CCCNC(=O)c1csc2nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12,986.0,active
CHEMBL3671311,C[C@@H](Cc1c(F)c(F)cc(F)c1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)CN(CCN(C)C)C3=O,3.527,active
CHEMBL3671318,CC(Cc1cc(F)ccc1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)C(=O)N(CCN(C)C)C3,13.07,active
CHEMBL3671310,C[C@@H](Cc1c(F)c(F)cc(F)c1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)C(=O)N(CCN(C)C)C3=O,25.82,active
CHEMBL3671309,C[C@@H](Cc1c(F)c(F)cc(F)c1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)CN(C1CCN(C)CC1)C3=O,5.977,active
CHEMBL3671320,Cc1c2c(cc3[nH]c(-c4c(NC(C)Cc5c(F)c(F)cc(F)c5F)cc[nH]c4=O)nc13)C(=O)N(C1CCN(C)CC1)C2,11.15,active
CHEMBL1980995,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2.195,active
CHEMBL3740721,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)c1,59.2,active
CHEMBL3740487,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccc(F)c5)cccc4c3)n2)c1,22.8,active
CHEMBL3739732,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,167.1,active
CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,10000.0,inactive
CHEMBL3651966,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,10000.0,inactive
CHEMBL3746678,CCc1cc2c(cc1-c1cnn(CCCN(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2.0,active
CHEMBL3735401,CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,3.0,active
CHEMBL3746776,C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C)CC4)[nH]n3)c2)CN1,66.0,active
CHEMBL3746122,O=C(Nc1cc(C2CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,500.0,active
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,10000.0,inactive
CHEMBL3753512,Nc1ncnc2c1c(-c1cc(C3CC3)on1)nn2C1CCCCC1,14.0,active
CHEMBL3751904,Nc1ncnc2c1c(-c1cc(C3CC3)on1)nn2C1CCOCC1,41.0,active
CHEMBL3753503,CC(C)n1nc(/C=N/O)c2c(N)ncnc21,3680.0,intermediate
CHEMBL3752736,CC(C)n1nc(C2=NOC(c3ccccc3)C2)c2c(N)ncnc21,5680.0,intermediate
CHEMBL3753714,CC(C)n1nc(-c2cc(Cc3ccccc3)on2)c2c(N)ncnc21,1990.0,intermediate
CHEMBL3754247,CC(C)n1nc(-c2cc(-c3ccccn3)on2)c2c(N)ncnc21,5880.0,intermediate
CHEMBL3753958,CCc1cc(-c2nn(C(C)C)c3ncnc(N)c23)no1,531.0,active
CHEMBL3752395,CC(C)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)no1,355.0,active
CHEMBL3751965,CC(C)n1nc(-c2cc(C(C)(C)C)on2)c2c(N)ncnc21,2100.0,intermediate
CHEMBL3753341,CC(C)n1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,4.0,active
CHEMBL3753903,CC(C)n1nc(-c2cc(C3CCCC3)on2)c2c(N)ncnc21,1570.0,intermediate
CHEMBL3752712,CC(C)(O)Cn1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,217.0,active
CHEMBL3753242,CCCCCCCn1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,927.0,active
CHEMBL3754346,Nc1ncnc2c1c(-c1cc(C3CC3)on1)nn2Cc1ccccc1,557.0,active
CHEMBL3752118,Cn1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,182.0,active
CHEMBL3752879,Nc1ncnc2[nH]nc(-c3cc(C4CC4)on3)c12,354.0,active
CHEMBL3752025,CC(C)n1nc(-c2ccon2)c2c(N)ncnc21,903.0,active
CHEMBL3752827,CC(C)n1nc(-c2cc(C3CCCCC3)on2)c2c(N)ncnc21,910.0,active
CHEMBL3754092,CC(C)n1nc(-c2cc(-c3ccc(F)cc3)on2)c2c(N)ncnc21,150.0,active
CHEMBL3754442,CC(C)n1nc(-c2cc(-c3ccccc3)on2)c2c(N)ncnc21,190.0,active
CHEMBL3754195,CC(C)n1nc(/C=N/OCc2ccccc2)c2c(N)ncnc21,8330.0,intermediate
CHEMBL3774623,COc1cc2ncnc(N3CCCc4c(O)cccc43)c2cc1OC,4100.0,intermediate
CHEMBL3774430,COc1cc2ncnc(N3CCc4c(O)cccc43)c2cc1OC,60.0,active
CHEMBL3775376,COc1cc2ncnc(Sc3cccc(O)c3)c2cc1OC,23.0,active
CHEMBL3775672,COc1cc2ncnc(Oc3cccc(O)c3)c2cc1OC,16.0,active
CHEMBL3774935,COc1cc2ncnc(N(C)c3cccc(O)c3)c2cc1OC,210.0,active
CHEMBL3774953,COc1cc2ncnc(Nc3c(F)ccc(O)c3Cl)c2cc1OC,3.9,active
CHEMBL3775585,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3Cl)c2cc1OC,9.7,active
CHEMBL3775560,COc1cc2ncnc(Nc3ccc(C)c(O)c3Cl)c2cc1OC,9.3,active
CHEMBL3774697,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3C)c2cc1OC,120.0,active
CHEMBL3775940,COc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,44.0,active
CHEMBL3774913,COc1cc2ncnc(Nc3cc(F)cc(O)c3C)c2cc1OC,21.0,active
CHEMBL3775511,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3F)c2cc1OC,4.8,active
CHEMBL3775557,COc1cc2ncnc(Nc3c(F)ccc(O)c3F)c2cc1OC,1.7,active
CHEMBL3775336,COc1cc2ncnc(Nc3ccc(F)c(O)c3F)c2cc1OC,2.0,active
CHEMBL3775415,COc1cc2ncnc(Nc3cc(O)c(C)cc3Cl)c2cc1OC,13.0,active
CHEMBL440727,COc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,0.75,active
