,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
504,CHEMBL3987007,COCCOc1cncc(-c2nc(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3Cl)no2)c1,active,631.0550000000003,5.495700000000006,1.0,9.0,7.943095148663527
505,CHEMBL3947880,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4noc(-c5cncc(N6CCOCC6)c5)n4)c3)cc2C(F)(F)F)CC1,active,642.0820000000003,5.307100000000005,1.0,9.0,8.67778070526608
506,CHEMBL3906151,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4noc(-c5cncc(-c6cnn(C)c6)c5)n4)c3)cc2C(F)(F)F)CC1,active,637.0660000000001,5.871000000000004,1.0,9.0,8.744727494896694
507,CHEMBL3979920,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1,active,344.394,1.5463999999999993,3.0,6.0,7.721246399047171
508,CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,active,524.6910000000001,4.823620000000004,3.0,8.0,7.318758762624412
509,CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,active,275.39500000000004,4.553800000000004,0.0,1.0,6.522878745280337
510,CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,active,277.411,4.168600000000003,0.0,1.0,6.0
511,CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,intermediate,263.38399999999996,3.826400000000003,1.0,1.0,5.823908740944319
512,CHEMBL1906929,CN(C)CCOC1c2ccccc2C=Cc2ccccc21,intermediate,279.38300000000004,3.8380000000000027,0.0,2.0,5.6020599913279625
513,CHEMBL3693950,CCN(CC)CCCOC(=O)CC1c2ccccc2C=Cc2ccccc21,intermediate,363.5010000000001,4.967500000000006,0.0,3.0,5.3979400086720375
514,CHEMBL44819,NCC1c2ccccc2CCc2ccccc21,intermediate,223.31899999999996,2.8758000000000017,1.0,1.0,5.301029995663981
515,CHEMBL627,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,inactive,293.41,4.181200000000003,0.0,1.0,5.0
516,CHEMBL1454772,CN(C)CCCC1(O)c2ccccc2C=Cc2ccccc21,inactive,293.41,3.7481000000000027,1.0,2.0,5.0
517,CHEMBL87708,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,inactive,418.9680000000002,5.7815000000000065,0.0,3.0,4.698970004336019
518,CHEMBL860,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,inactive,279.383,3.9624000000000033,0.0,2.0,4.698970004336019
519,CHEMBL3693951,CN(C)CCNC1c2ccccc2-c2ccccc21,inactive,252.36100000000002,2.9076000000000004,1.0,2.0,4.698970004336019
520,CHEMBL3693952,NCCCC1(CCCN)c2ccccc2-c2ccccc21,inactive,280.415,3.430900000000002,2.0,2.0,4.698970004336019
521,CHEMBL110094,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,inactive,291.438,4.709300000000004,0.0,1.0,4.698970004336019
522,CHEMBL3687191,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,active,453.5910000000003,2.3487,4.0,8.0,8.958607314841775
523,CHEMBL3687194,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,active,536.7250000000003,2.8131000000000013,4.0,9.0,9.022276394711152
524,CHEMBL3687195,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,active,467.61800000000034,2.909700000000001,4.0,8.0,8.769551078621726
525,CHEMBL3687200,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1,active,604.7220000000001,3.831900000000002,4.0,9.0,8.823908740944319
526,CHEMBL3687202,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1,active,550.7520000000003,3.121520000000002,4.0,9.0,9.0
527,CHEMBL3687205,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1,active,618.7490000000001,4.392900000000004,4.0,9.0,8.638272163982407
528,CHEMBL3687207,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@@](C)(O)CC1,active,564.7790000000003,3.5116200000000024,4.0,9.0,8.958607314841775
529,CHEMBL3687210,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C(C)C)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1,active,495.67200000000037,3.4357200000000008,4.0,8.0,8.886056647693163
530,CHEMBL3687212,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@](C)(O)CC1,active,564.7790000000003,3.5116200000000024,4.0,9.0,9.0
531,CHEMBL3687215,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1NC1CCOCC1,active,536.7250000000004,2.997020000000002,3.0,9.0,9.0
532,CHEMBL3687217,Cc1cc(Nc2nc(N[C@H]3CC[C@H](O)CC3)c(Cl)nc2C(N)=O)ccc1N1CCC(N2CCN(C)CC2)CC1,active,557.143,3.2125200000000014,4.0,9.0,8.886056647693163
533,CHEMBL3687220,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1,active,522.6980000000004,2.688600000000002,3.0,9.0,8.886056647693163
534,CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,active,552.7240000000003,2.6972000000000014,3.0,10.0,8.468521082957745
535,CHEMBL3687221,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1,active,536.7250000000004,3.249600000000002,3.0,9.0,8.823908740944319
536,CHEMBL3687222,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1NC1CCOCC1,active,457.5540000000003,2.3632999999999997,3.0,8.0,8.958607314841775
537,CHEMBL3687223,COc1cc(Nc2nc(NC3CCOCC3)c(C(C)C)nc2C(N)=O)ccc1N1CCN(C)CC1,active,483.61700000000036,2.793800000000001,3.0,9.0,8.443697499232712
538,CHEMBL3687224,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1NC1CCOCC1,active,453.59100000000035,2.7852000000000006,3.0,8.0,8.537602002101044
539,CHEMBL3687225,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C4CCN(C)CC4)CC3)c(C)c2)nc1NC1CCOCC1,active,536.7250000000004,2.997020000000002,3.0,9.0,8.958607314841775
540,CHEMBL3981567,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCC(=O)NO,active,606.5820000000001,5.335700000000003,4.0,8.0,6.812479279163537
541,CHEMBL253969,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,active,532.4110000000002,3.859200000000003,3.0,6.0,7.954677021213342
542,CHEMBL4060622,CC(C)n1nc(-c2cc(-c3ccsc3)on2)c(C(N)=O)c1N,intermediate,317.3740000000001,2.5286,2.0,7.0,5.537302591898283
543,CHEMBL4094670,CC(C)n1nc(-c2cc(-c3cccs3)on2)c(C(N)=O)c1N,intermediate,317.3740000000001,2.5286,2.0,7.0,5.914352711703144
544,CHEMBL4090213,CC(C)n1nc(-c2cc(C3CC3)on2)c(C(N)=O)c1N,active,275.31199999999995,1.6774999999999998,2.0,6.0,6.598599459218455
545,CHEMBL4069150,CC(C)n1nc(-c2cc(C3CCCCC3)on2)c(C(N)=O)c1N,intermediate,317.39300000000003,2.8477999999999994,2.0,6.0,5.569441230477242
546,CHEMBL4079894,CC(C)n1nc(-c2cc(C(C)(C)C)on2)c(C(N)=O)c1N,intermediate,291.355,2.0976,2.0,6.0,5.65286521708998
547,CHEMBL4097921,CC(C)c1cc(-c2nn(C(C)C)c(N)c2C(N)=O)no1,intermediate,277.328,1.9235,2.0,6.0,5.899974269892137
548,CHEMBL4082500,CCc1cc(-c2nn(C(C)C)c(N)c2C(N)=O)no1,active,263.301,1.3624999999999996,2.0,6.0,6.199970640755866
549,CHEMBL4074164,CC(C)n1nc(-c2cc(-c3ccccn3)on2)c(C(N)=O)c1N,intermediate,312.3330000000001,1.8620999999999994,2.0,7.0,5.318487413361038
550,CHEMBL4086972,CC(C)n1nc(-c2cc(-c3cccnc3)on2)c(C(N)=O)c1N,intermediate,312.3330000000001,1.8620999999999994,2.0,7.0,5.469160221383479
551,CHEMBL4065543,CC(C)n1nc(-c2cc(-c3ccc(F)cc3)on2)c(C(N)=O)c1N,active,329.3350000000001,2.6062,2.0,6.0,6.380906669373257
552,CHEMBL4079119,Cc1ccc(-c2cc(-c3nn(C(C)C)c(N)c3C(N)=O)no2)cc1,intermediate,325.372,2.7755199999999993,2.0,6.0,5.779630367548606
553,CHEMBL4103365,CC(C)n1nc(-c2cc(Cc3ccccc3)on2)c(C(N)=O)c1N,intermediate,325.37200000000007,2.3909,2.0,6.0,5.785421046429501
554,CHEMBL4068248,CC(C)n1nc(-c2cc(-c3ccccc3)on2)c(C(N)=O)c1N,active,311.3450000000001,2.4670999999999994,2.0,6.0,6.627087997029894
555,CHEMBL4095617,CC(C)n1nc(-c2coc(C3CC3)n2)c2c(N)ncnc21,active,284.323,2.5218,1.0,7.0,6.856985199745905
556,CHEMBL4091628,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,active,598.0690000000003,4.989900000000005,1.0,6.0,8.886056647693163
557,CHEMBL2006765,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,active,392.38500000000005,3.815500000000001,4.0,5.0,6.87942606879415
558,CHEMBL4078893,FC(F)(F)CNc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2ccoc12,intermediate,427.81400000000025,4.430600000000002,2.0,7.0,5.82102305270683
559,CHEMBL4066664,FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12,intermediate,348.2880000000001,3.8169000000000004,3.0,6.0,5.455931955649724
560,CHEMBL4069365,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,active,421.37900000000013,4.144400000000002,3.0,7.0,6.421360790031928
561,CHEMBL4062803,Cc1n[nH]c2cc(Nc3nc(NC4CC4)c4occc4n3)ccc12,intermediate,320.356,3.7254200000000015,3.0,6.0,5.530177984021837
562,CHEMBL1642655,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,inactive,359.43300000000005,4.0698000000000025,1.0,5.0,4.939999856829448
563,CHEMBL4073198,COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,active,361.43100000000004,2.0777,1.0,9.0,6.209996479609511
564,CHEMBL4072731,Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)ccc1N1CCOCC1,active,442.52300000000037,4.722340000000003,3.0,5.0,6.0
565,CHEMBL4105329,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,active,470.9600000000002,6.104820000000005,4.0,5.0,9.154901959985743
566,CHEMBL4067871,OC[C@H](Nc1cnc(-c2cc(Cl)ccc2O)c(-c2ccc3cnccc3c2)c1)c1ccccc1,active,467.9560000000002,6.468300000000006,3.0,5.0,10.397940008672037
567,CHEMBL4062877,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,active,454.50500000000017,5.590520000000005,4.0,5.0,9.698970004336019
568,CHEMBL4075917,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,active,454.50500000000017,5.590520000000004,4.0,5.0,9.397940008672037
569,CHEMBL4074262,CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3cnn(CCO)c3)nc21,inactive,484.4990000000002,2.7742000000000004,1.0,11.0,4.522878745280337
570,CHEMBL460702,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,active,512.9000000000002,5.189600000000002,2.0,7.0,6.2262135550188065
571,CHEMBL4104302,Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1Cl,active,458.8520000000002,4.7451000000000025,3.0,5.0,6.412289034981089
572,CHEMBL4088300,CC(C)n1nc(-c2cc(CO)on2)c2c(N)ncnc21,active,274.284,1.1366999999999998,2.0,8.0,6.3872161432802645
573,CHEMBL4096031,CC(O)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)no1,active,288.31100000000004,1.6977,2.0,8.0,7.213248577854439
574,CHEMBL4063276,CCc1ccc(C#Cc2c3n(c4ncnc(N)c24)C(C)CC3)cc1,active,316.4080000000001,3.4829000000000025,1.0,4.0,7.204119982655925
575,CHEMBL4091151,CCc1ccc(C#Cc2c3n(c4ncnc(N)c24)CCCC3)cc1,active,316.4080000000001,3.312000000000002,1.0,4.0,6.991399828238082
576,CHEMBL4098899,C=C1CCn2c1c(C#Cc1ccccc1)c1c(N)ncnc12,active,286.338,2.8302000000000005,1.0,4.0,6.982966660701219
577,CHEMBL4101411,CC(C)(C)c1cc(NC(=O)Nc2ccc(-n3nc(-c4ccc(OCCN5CCOCC5)cc4)c4c(N)ncnc43)cc2)no1,active,597.6800000000004,4.705200000000003,3.0,11.0,7.494850021680094
578,CHEMBL4095253,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,active,427.4860000000002,2.3468999999999998,1.0,8.0,7.048176964684088
579,CHEMBL4077373,CC(=O)N1Cc2ncnc(Oc3ccc4c(ccn4C(=O)Nc4cc(C5CC5)on4)c3)c2C[C@@H]1C,active,472.50500000000034,4.4623000000000035,1.0,8.0,6.301029995663981
580,CHEMBL4168811,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2c(c1)N(C(=O)CN1CCOCC1)CC2)c1ccccc1,active,538.6040000000005,3.6270000000000024,2.0,7.0,8.119186407719209
581,CHEMBL4171115,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c(F)c3)ccnc2cc1OCCCN1CCCC1,active,667.7099999999996,6.628400000000006,2.0,8.0,6.818156412055227
582,CHEMBL4204515,CNc1ncc2c(-c3ccc(N4CCN(C(=O)C(C)(C)C)CC4)nc3)nn(CC3CCCC3)c2n1,inactive,476.62900000000036,3.8149000000000024,1.0,8.0,5.0
583,CHEMBL4213775,CCN1CCN(c2ccc(-c3nn(CC4CCCC4)c4nc(NC)ncc34)cn2)CC1,active,420.56500000000017,3.262100000000002,1.0,8.0,6.356547323513812
584,CHEMBL4208852,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(CC3CCCC3)c2n1,active,406.5380000000002,2.8720000000000008,1.0,8.0,7.221848749616356
585,CHEMBL4218175,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)cc3)nn(CC3CCCC3)c2n1,active,405.5500000000002,3.477000000000002,1.0,7.0,8.221848749616356
586,CHEMBL3809489,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,active,506.6580000000003,4.882000000000005,2.0,8.0,8.522878745280337
587,CHEMBL4207004,CNc1ncc2c(-c3ccc(N4CCN(C(=O)C(C)(C)C)CC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,intermediate,565.6860000000001,3.312800000000002,1.0,11.0,5.3979400086720375
588,CHEMBL4217649,CCN1CCN(c2ccc(-c3nn(Cc4cn(Cc5ccccc5)nn4)c4nc(NC)ncc34)cn2)CC1,intermediate,509.6220000000002,2.7600000000000007,1.0,11.0,5.207608310501746
589,CHEMBL4218369,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,active,495.59500000000014,2.3698999999999995,1.0,11.0,6.045757490560675
590,CHEMBL4211308,CNc1ncc2c(-c3ccc(N4CCNCC4)cc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,inactive,480.58000000000015,2.6327000000000007,2.0,10.0,5.0
591,CHEMBL4205191,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(Cc3cn(-c4ccsc4C(=O)OC)nn3)c2n1,active,531.6060000000001,1.8166999999999989,2.0,14.0,6.366531544420414
592,CHEMBL4210084,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,active,481.56800000000015,2.0276999999999985,2.0,11.0,6.221848749616356
593,CHEMBL4209569,CNc1ncc2c(-c3ccc(OC)cc3)nn(CC3OCCO3)c2n1,intermediate,341.37100000000015,1.9164999999999996,1.0,8.0,5.920818753952375
594,CHEMBL4214476,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(CC3OCCO3)c2n1,active,396.45500000000015,0.7124999999999997,2.0,10.0,6.795880017344075
595,CHEMBL4213003,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(CC3CCCC3)c2n1,active,392.5110000000002,2.5298,2.0,8.0,7.301029995663981
596,CHEMBL4211949,C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,active,423.47600000000017,4.1704000000000025,2.0,6.0,7.692503962086787
597,CHEMBL4210100,COc1cc2c(cc1OC)Nc1ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c1NC2,active,588.5710000000001,5.590800000000003,4.0,9.0,6.788345599446817
598,CHEMBL4215099,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4ccnc(NC)c4)cc3)cc2C(F)(F)F)CC1,active,512.5800000000003,5.590600000000005,3.0,5.0,7.653647025549361
599,CHEMBL4205803,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4ccc(NC)nc4)cc3)cc2C(F)(F)F)CC1,active,512.5800000000003,5.590600000000005,3.0,5.0,9.154901959985743
600,CHEMBL4210670,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4ccc(=O)[nH]c4)cc3)cc2C(F)(F)F)CC1,active,499.53700000000026,4.842200000000004,3.0,4.0,8.920818753952375
601,CHEMBL4218013,CCOc1cc(-c2ccc(NC(=O)Nc3ccc(CN4CCN(CC)CC4)c(C(F)(F)F)c3)c(F)c2)c[nH]c1=O,active,561.5800000000003,5.380000000000004,3.0,5.0,10.0
602,CHEMBL4206308,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cccc(C(F)(F)F)c2)c(F)c1,active,434.38900000000007,4.779700000000003,2.0,3.0,8.769551078621726
603,CHEMBL4213626,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CN(C)C)c(C(F)(F)F)c2)c(F)c1,active,491.4850000000002,4.841300000000004,2.0,4.0,9.096910013008056
604,CHEMBL4218563,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)N)c(C(F)(F)F)c2)c(F)c1,active,505.5120000000002,5.059500000000003,3.0,4.0,9.698970004336019
605,CHEMBL4209229,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(F)(F)F)cc(CN(C)C)c2F)c(F)c1,active,509.4750000000002,4.980400000000004,2.0,4.0,8.55284196865778
606,CHEMBL4214146,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(C(C)C#N)c(C(F)(F)F)c2)c(F)c1,active,487.45300000000015,5.406780000000004,2.0,4.0,9.154901959985743
607,CHEMBL4218127,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)O)c(C(F)(F)F)c2)c(F)c1,active,506.4960000000002,5.093100000000005,3.0,4.0,9.397940008672037
608,CHEMBL4205243,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)CO)c(C(F)(F)F)c2)c(F)c1,active,520.5230000000003,5.340700000000005,3.0,4.0,9.397940008672037
609,CHEMBL4203429,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)CS(C)(=O)=O)c(C(F)(F)F)c2)c(F)c1,active,582.6160000000003,5.393000000000005,2.0,5.0,9.221848749616356
610,CHEMBL4212513,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(-c3nnc(C)o3)cc(C(F)(F)F)c2)c(F)c1,active,516.4510000000002,5.138120000000003,2.0,6.0,9.397940008672037
611,CHEMBL4228601,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(C4=Nc5cscc5NC(=O)C4)cc3)cc2C(F)(F)F)CC1,active,570.6410000000002,6.0114000000000045,3.0,6.0,7.145086977692144
612,CHEMBL1704021,CC(C)(CC(=O)O)CC(=O)Nc1cc(-c2ccccc2)[nH]n1,inactive,301.346,2.906200000000001,3.0,3.0,4.083019952679618
613,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,302.23800000000006,1.988,5.0,7.0,4.1073489661227
614,CHEMBL172517,CCOc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,inactive,282.295,3.564300000000002,1.0,4.0,4.164943898279883
615,CHEMBL4239930,Nc1ccccc1SCc1nc2ccccc2c(=O)[nH]1,inactive,283.356,2.7976,2.0,4.0,4.195179321278838
616,CHEMBL4237913,O=C1NCCN1CCN(CC(O)c1ccccc1)CC(O)c1ccccc1,inactive,369.46500000000015,1.7807999999999997,3.0,4.0,4.267606240177032
617,CHEMBL273103,Cc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,inactive,252.269,3.474020000000002,1.0,3.0,4.679853713888946
618,CHEMBL4241633,O=C1c2ccccc2O[C@@H](c2ccc(Cl)cc2)[C@@H]1O,inactive,274.703,3.0173000000000028,1.0,3.0,4.91721462968355
619,CHEMBL4249671,COc1ccc(OC)c(NC(=O)Nc2ccc(SCc3n[nH]c(-c4ccc(Cl)cc4)n3)cc2)c1,intermediate,495.99200000000013,6.078600000000004,3.0,6.0,5.258848401148215
620,CHEMBL4249208,CC(=O)c1cccc(NC(=O)Nc2ccc(SCc3n[nH]c(-c4ccccc4)n3)cc2)c1,intermediate,443.53200000000015,5.610600000000004,3.0,5.0,5.2168113089247425
621,CHEMBL4238220,CN1CCN(c2ccc(-c3nc(CSc4ccc(Cl)cc4)n[nH]3)cc2)CC1,inactive,399.9510000000001,4.169200000000003,1.0,5.0,4.721246399047171
622,CHEMBL4244888,Oc1ccc(-c2nc(CSc3ccc(Cl)cc3)n[nH]2)cc1,inactive,317.801,4.123000000000002,2.0,4.0,4.488116639021126
623,CHEMBL47173,O=C1Nc2ccccc2/C1=C/c1ccc(-c2cccs2)s1,intermediate,309.41499999999996,4.969300000000001,1.0,3.0,5.026872146400302
624,CHEMBL4238771,Clc1ccc(SCc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,intermediate,336.247,5.070800000000003,1.0,3.0,5.027797161620936
625,CHEMBL4242953,Nc1c(-c2ccc(Cl)cc2)oc2ccccc2c1=O,intermediate,271.70300000000003,3.6956000000000016,1.0,3.0,5.189095719331299
626,CHEMBL1488812,Cc1ccc(Cc2cc(-c3ccc(F)cc3)nnc2O)cc1,intermediate,294.329,3.887520000000002,1.0,3.0,5.210419287835575
627,CHEMBL4245507,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,active,437.569,3.0604000000000005,2.0,7.0,6.0
628,CHEMBL4281823,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,active,481.4780000000001,4.730800000000003,1.0,6.0,7.180456064458132
629,CHEMBL4292020,CN1CCN(c2ccc(-c3c(-c4cc(F)c(O)c(F)c4)cnc4[nH]ccc34)cc2)CC1,active,420.46300000000014,4.632500000000004,2.0,4.0,6.0
630,CHEMBL4541330,C=CC(=O)NCc1ccc(-n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)cc1,active,454.4900000000003,3.523240000000002,3.0,7.0,6.0
631,CHEMBL482968,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,active,375.48,3.1739200000000016,2.0,6.0,8.0
632,CHEMBL4466555,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2ncnc3[nH]cnc23)CC1,active,514.8950000000002,5.256120000000004,3.0,5.0,8.2839966563652
633,CHEMBL4475216,COC[C@@H](C)Nc1cc(NC(=O)N2CCCc3cc(CN4CCCCOC4=O)c(C=O)nc32)ncc1C#N,inactive,521.5780000000004,3.3246800000000025,2.0,9.0,5.0
634,CHEMBL4534366,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,active,344.37800000000004,2.502300000000001,2.0,6.0,7.698970004336019
635,CHEMBL4463076,CN(C)C(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,intermediate,372.432,3.1052000000000017,1.0,6.0,5.119186407719209
636,CHEMBL4468733,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccccn4)nc23)cc1,active,344.37800000000004,2.502300000000001,2.0,6.0,7.356547323513812
637,CHEMBL4570029,NC(=O)c1ccc(-c2cnn3ccc(NCc4cccnc4)nc23)cc1,active,344.37800000000004,2.502300000000001,2.0,6.0,7.292429823902063
638,CHEMBL4457706,CN(C)CCNc1ccn2ncc(-c3ccc(C(N)=O)cc3)c2n1,active,324.38800000000003,1.4686999999999997,2.0,6.0,6.455931955649724
639,CHEMBL4541958,c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,intermediate,301.35300000000007,3.4034000000000013,1.0,5.0,5.943095148663527
640,CHEMBL4475722,NC(=O)c1cccc(-c2cnn3ccc(NCc4ccncc4)nc23)c1,intermediate,344.37800000000004,2.502300000000001,2.0,6.0,5.366531544420414
641,CHEMBL4536438,NS(=O)(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,active,380.43300000000005,2.0508,2.0,7.0,6.443697499232712
642,CHEMBL4593942,O=C(O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,active,345.362,3.1016000000000012,2.0,6.0,6.251811972993799
643,CHEMBL4544713,CC(=O)Nc1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,intermediate,358.40500000000003,3.3618000000000015,2.0,6.0,5.173925197299173
